Name                     Objtype  Agnclass  RA          DEC         Mean_Flux            Stddev              Sector  Camera  CCD  Chi2_Normalized     Chi2_reduced_Normalized  Chi2_Standardized   Chi2_reduced_Standardized  
PGC3135967               G        S2        17.3996065  57.3966323  -1163.911764059754   2164.1844277795294  19      4       3    1137.9999999999998  1.0008795074758134       6746.386235837415   5.933497129144604          
PGC3135979               G        S2        17.280426   57.4198976  792.389807530648     1993.5233667965808  19      4       3    1142.0              1.0008764241893076       5070.438289488819   4.443854767299578          
PGC3136019               G        S2        17.2562025  57.4723968  -2.178942643171807   2128.3627286640885  19      4       3    1134.9999999999998  1.0008818342151673       4011.483493136519   3.537463397827618          
PGC3136032               G        S2        17.252148   57.4975766  158.61753843416372   2274.0699115748653  19      4       3    1124.0              1.0008904719501335       6208.545993187246   5.528536058047414          
PGC3136484               G        S2        17.0965604  58.5241347  192.46198604240283   2799.6373810569135  19      4       3    1132.0              1.0008841732979663       7678.110022991158   6.788779861176974          
PGC3136612               G        S2        17.3413857  58.7971152  -22099.1992          52762.31858441689   19      4       3    1148.0000000000002  1.0008718395815173       541659.2060585566   472.2399355349229          
PGC3136618               G        S2        17.1468143  58.8210177  834.2575969911506    1990.5858525804138  19      4       3    1129.9999999999998  1.0008857395925597       5266.768825432862   4.664985673545494          
PGC3136684               G        S2        17.4264337  58.9868495  32.09841901408451    2108.193831058637   19      4       3    1136.0              1.0008810572687226       5002.411904625622   4.407411369714204          
PGC3136754               G        S2        17.3435058  59.1698002  -2081.129729126214   3297.5329818719847  19      4       3    1133.0              1.0008833922261484       17276.149815876008  15.261616445120149         
PGC3137002               G        S2        17.3874454  59.7228405  498.4401204044118    2328.9762699034673  19      4       3    1088.0              1.000919963201472        5269.769465854398   4.847993988826493          
PGC3137099               G        S2        17.6012755  59.9517465  471.08450255057164   1999.4546124445494  19      4       3    1137.0              1.0008802816901408       5056.027967384747   4.450728844528827          
PGC3137112               G        S2        17.4458889  60.0047392  -318.22795425246187  2338.8837716662574  19      4       3    1117.0              1.0008960573476702       6147.001717408255   5.508066055025318          
PGC3137130               G        S2        17.4455119  60.0440825  1099.8016424911661   2396.0976251485286  19      4       3    1132.0              1.0008841732979663       6813.995777819402   6.024753119203715          
PGC3137164               G        S2        17.2622256  60.143162   580.0260946798918    1902.1633403864282  19      4       3    1109.0              1.0009025270758123       4770.068427161856   4.305115908990844          
PGC3137183               G        S2        17.4015649  60.1734097  -447.1860079016681   2030.919162240238   19      4       3    1139.0000000000002  1.0008787346221444       5236.851734369624   4.6018029300260315         
PGC3137340               G        S2        17.3379624  60.5092271  -231.23898695652173  1889.6358354127497  19      4       3    1127.0              1.0008880994671403       4169.460972567202   3.702896067999291          
PGC3137399               G        S2        17.0753947  60.6440174  -341.9165223028105   1806.678991398048   19      4       3    1103.0              1.0009074410163339       4060.4108463871657  3.6845833451789165         
PGC3137603               G        S2        17.4368055  61.2229282  -613.0374447391689   1827.2309843833382  19      4       3    1131.0              1.0008849557522124       4816.387072901689   4.2622894450457425         
PGC3137632               G        S2        16.9432396  61.3436274  513.2149448672567    2006.5399087819476  19      4       3    1130.0              1.0008857395925599       4347.624789219561   3.8508634094061653         
PGC3137651               G        S2        16.9540816  61.4413209  -850.7627918799649   3019.7116818372047  19      4       3    1133.0000000000005  1.0008833922261489       10167.57847428832   8.981959782940212          
PGC3137681               G        S2        17.2615524  61.5926803  3193.678218872987    4179.523402224051   19      4       3    1117.9999999999998  1.0008952551477168       20513.618956542792  18.36492296915201          
PGC3137700               G        S2        17.402261   61.6917267  656.8893386156649    2387.7642166906066  19      4       3    1097.9999999999998  1.0009115770282586       6154.5488630329055  5.610345362837653          
PGC3137771               G        S2        17.3353906  61.9868159  966.0329610961368    2580.947077208772   19      4       3    1113.0              1.0008992805755397       6112.385648406385   5.496749683818692          
PGC3137785               G        S2        17.0740764  62.0412447  993.6917305357143    1886.34410427012    19      4       3    1120.0              1.000893655049151        5318.146344197622   4.752588332616284          
PGC3137947               G        S2        16.9517709  62.4874736  -175.1683972945892   3869.7081587548646  19      4       3    998.0000000000002   1.0010030090270814       18673.215929845774  18.729404142272593         
PGC3137995               G        S2        17.3621831  62.5793607  -294.89122770448546  2351.735309324821   19      4       3    1137.0              1.0008802816901408       6762.68558501834    5.953068296671074          
PGC3138088               G        S2        16.9503369  62.8405921  -2684.2102027805354  8900.978502146705   19      4       3    1007.0000000000001  1.0009940357852884       91952.05210520532   91.40363032326573          
PGC3138144               G        S2        17.0468742  62.9343832  -118.91156648550727  1835.7781629498295  19      4       3    1104.0              1.0009066183136899       4209.631121280243   3.8165286684317707         
PGC3138317               G        S2        17.1347894  63.229358   194.41374267968055   2099.8232612456445  19      4       3    1127.0000000000002  1.0008880994671405       4833.3324698354845  4.2924799909728995         
PGC3138820               G        S2        17.2203241  63.936095   491.3462730803177    1969.0264018389173  19      4       3    1133.0              1.0008833922261484       4732.921257964825   4.181025846258679          
PGC3139048               G        S2        16.8821188  64.1576062  -30.679556458897924  2034.4221395225495  19      4       3    1107.0              1.0009041591320071       4393.756087113143   3.972654689975717          
PGC3139171               G        S2        17.3040177  64.2932732  431.67504907651715   1839.4826457025924  19      4       3    1137.0              1.0008802816901408       4948.092171190553   4.355714939428304          
PGC3139537               G        S2        17.3263722  64.8121075  1013.2349988596492   1812.028624339289   19      4       3    1140.0              1.0008779631255487       5353.6966857364605  4.700348275449043          
PGC3139985               G        S2        17.2517502  65.6298878  430.4126892952721    2344.8540337513095  19      4       3    1121.0              1.0008928571428573       5602.303389566544   5.002056597827272          
PGC3140009               G        S2        17.3454526  65.6752186  -16450.787136339753  13803.493821501559  19      4       3    1141.9999999999998  1.0008764241893073       311759.9563506807   273.2339670032258          
SDSSJ171747.51+643141.0  G        S2        17.2965315  64.5280513  -109.93366440382961  15823.795304525776  19      4       3    1149.0              1.0008710801393728       190944.5984425483   166.32804742382257         
SDSSJ170000.78+612225.2  G        S2        17.0002151  61.3736923  109.04059433453236   1865.9384507665025  19      4       3    1111.9999999999998  1.0009000900090006       3930.7514305582554  3.538030090511481          
SDSSJ172630.22+615344.1  G        S2        17.441732   61.8955869  2363.5570621100915   3318.798981843896   19      4       3    1090.0              1.0009182736455464       10797.621786399322  9.915171521027844          
2MASXJ17160586+6344410   G        S2        17.2682804  63.7448534  946.3445870456665    1743.2307840404178  19      4       3    1073.0              1.0009328358208955       4828.640656049485   4.504328970195416          
SDSSJ172436.53+633724.6  G        S2        17.4101444  63.623455   -1040.500037246249   2457.0047357449735  19      4       3    1133.0              1.0008833922261484       6168.935019375272   5.4495892397308054         
SDSSJ172040.35+611443.7  G        S2        17.344541   61.2454835  -101.4787350845948   1740.4831261208726  19      4       3    1123.0              1.000891265597148        3920.865481452147   3.4945325146632324         
2MASXJ17043832+5946593   G        S2        17.0772847  59.7832669  -580.3546254884548   2233.1036664605303  19      4       3    1125.9999999999998  1.0008888888888887       4382.408547254002   3.8954742642257796         
SDSSJ172908.33+571901.0  G        S2        17.485653   57.3169265  8859.019794768963    4944.510871807838   19      4       3    1147.0              1.0008726003490402       79605.0161943053    69.46336491649677          
SDSSJ173707.88+574832.5  G        S2        17.6188555  57.809047   -424.8546469244288   2710.6109121193044  19      4       3    1138.0              1.0008795074758134       7027.825822266211   6.1810253493986025         
2MASXJ17335884+5830269   G        S2        17.5663655  58.507273   1630.6444894222223   2667.744253949319   19      4       3    1125.0              1.0008896797153024       7034.657554587473   6.258592130415901          
SDSSJ172603.07+602115.6  Q        S2        17.4341979  60.354408   -448.0126351935193   2152.3746155497784  19      4       3    1111.0              1.000900900900901        5771.430903454411   5.19948730040938           
SDSSJ172419.94+551058.7  G        S2        17.405543   55.1829797  -783.3695617515639   2051.4158143299665  19      4       3    1119.0              1.0008944543828264       5450.274548288652   4.875021957324376          
PGC059581                G        S2        17.0894692  60.7021877  -854.1621239247312   1962.6938202695346  19      4       3    1116.0              1.0008968609865472       5544.201730499408   4.972378233631756          
PGC059755                G        S2        17.1812619  63.6548056  -274.5443597892889   1840.209923249675   19      4       3    1139.0              1.0008787346221442       4218.171636322507   3.7066534589828706         
PGC059909                G        S2        17.2463905  57.8547562  -18.955682174688082  1902.9736925568411  19      4       3    1122.0              1.0008920606601248       3920.3164163220704  3.4971600502427034         
PGC059917                G        S2        17.2461005  63.0102877  121.0592378026071    2009.9590645514597  19      4       3    1074.0              1.0009319664492078       3272.4301157700347  3.0497950752749623         
PGC060005                G        S2        17.2877149  64.261175   -351.54745327510915  1779.3866601567304  19      4       3    1145.0              1.0008741258741258       3924.4570248765003  3.4304694273395984         
PGC060399                G        S2        17.4990676  58.3974451  -128.87008500000002  2506.5582141264117  19      4       3    1120.0000000000002  1.0008936550491512       3562.818934386254   3.1839311299251603         
PGC2816183               G        S1.8      17.0364317  60.9799861  -853.661491149635    2125.58583849324    19      4       3    1096.0              1.0009132420091325       6360.96270585268    5.809098361509297          
SDSSJ165641.98+632307.7  G        S1.8      16.944993   63.3855155  250.70824944723617   4683.35585327579    19      4       3    995.0               1.0010060362173039       24960.719538774312  25.111387865970134         
